"bin","G05_1_A","G05_1_B","G05_1_C","G05_1_D","G05_1_E","G05_1_F","G05_2_A","G05_2_B","G05_2_C","G05_2_D","G05_2_E","G05_2_F","G05_3_A","G05_3_B","G05_3_C","G05_3_D","G05_3_E","G05_3_F","G05_4_B","G05_4_C","G05_4_D","G05_4_E","G05_4_F","G05_5_A","G05_5_B","G05_5_C","G05_5_D","G05_5_E","G05_5_F","G05_6_A","G05_6_B","G05_6_C","G05_6_D","G05_6_E","G05_6_F","G05_7_A","G05_7_B","G05_7_C","G10_1_A","G10_1_B","G10_1_C","G10_1_D","G10_1_E","G10_1_F","G10_2_A","G10_2_B","G10_2_C","G10_2_D","G10_2_E","G10_2_F","G10_3_A","G10_3_B","G10_3_C","G10_3_D","G10_3_E","G10_3_F","G10_4_A","G10_4_B","G10_4_C","G10_4_D","G10_4_E","G10_4_F","G10_5_A","G10_5_B","G10_5_C","G10_5_D","G10_5_E","G10_5_F","G10_6_A","G10_6_B","G10_6_C","G10_6_D","G10_6_E","G10_6_F","G10_7_B","G10_7_C","G10_7_E","G10_7_F","MES_1_C","MES_1_E","MES_2_A","MES_2_B","MES_2_C","MES_2_D","MES_2_E","MES_2_F","MES_3_A","MES_3_B","MES_3_C","MES_3_D","MES_3_F","MES_4_A","MES_4_B","MES_4_C","MES_4_F","MES_5_A","MES_5_B","MES_5_C","MES_5_D","MES_5_E","MES_5_F","MES_6_A","MES_6_B","MES_6_C","MES_6_D","MES_6_E","MES_7_A","MES_7_B","MES_7_C","MES_7_D","MES_7_E","MES_7_F","pH10_1_A","pH10_1_C","pH10_1_D","pH10_1_E","pH10_1_F","pH10_2_A","pH10_2_B","pH10_2_C","pH10_2_D","pH10_2_E","pH10_2_F","pH10_3_C","pH10_3_F","pH10_4_F","pH10_5_A","pH10_5_B","pH10_5_C","pH10_5_D","pH10_5_E","pH10_5_F","pH10_6_A","pH10_6_B","pH10_6_C","pH10_6_E","pH10_6_F","pH10_7_B","pH10_7_C","pH10_7_D","pH10_7_E","pH10_7_F","pH6_1_A","pH6_1_B","pH6_1_C","pH6_1_D","pH6_1_E","pH6_1_F","pH6_2_A","pH6_2_B","pH6_2_C","pH6_2_D","pH6_2_E","pH6_2_F","pH6_3_A","pH6_3_B","pH6_3_C","pH6_3_D","pH6_3_E","pH6_3_F","pH6_4_B","pH6_4_C","pH6_4_E","pH6_4_F","pH6_5_A","pH6_5_B","pH6_5_C","pH6_5_D","pH6_5_E","pH6_5_F","pH6_6_A","pH6_6_B","pH6_6_C","pH6_6_D","pH6_6_E","pH6_6_F","pH6_7_A","pH6_7_B","pH6_7_C","pH6_7_D","pH6_7_F","pH8_1_B","pH8_1_C","pH8_1_D","pH8_1_E","pH8_1_F","pH8_2_A","pH8_2_B","pH8_2_C","pH8_2_D","pH8_2_E","pH8_2_F","pH8_3_A","pH8_3_D","pH8_3_E","pH8_3_F","pH8_4_B","pH8_4_C","pH8_4_E","pH8_4_F","pH8_5_A","pH8_5_B","pH8_5_C","pH8_5_D","pH8_5_E","pH8_5_F","pH8_6_A","pH8_6_B","pH8_6_C","pH8_6_D","pH8_6_E","pH8_6_F","pH8_7_A","pH8_7_B","pH8_7_C","pH8_7_D","pH8_7_F"
"G10_7_C_cluster_DBSCAN_round7_2",6818,7865,6755,7612,10141,9371,15068,14493,32190,22255,99107,23525,16850,15063,18844,21856,79975,59364,22058,7199,19412,19225,12293,14801,20427,26002,16293,9166,5851,2392,11749,24431,20252,21997,7677,376,360,12931,3670,9465,5738,18074,9016,5850,14465,18401,29543,21349,87210,72777,15028,11736,18517,16863,19248,14907,5178,7772,5135,12404,33022,42583,13819,16097,3203,16521,17702,17568,21461,25302,10388,13018,24348,6882,6883,22476,15884,3835,4178,5723,9514,13053,3507,9135,11108,53059,35274,52056,8103,126826,40349,36487,19704,11727,15994,67178,72178,71934,59392,68583,25928,39514,26748,61155,46443,52065,79569,32797,19356,39960,24597,914,20962,7004,3268,6831,5247,8878,19608,11529,8874,10571,8360,4771,6512,2093,77435,57920,13711,2810,18920,7436,8378,352,3709,3333,374,1252,1186,1957,1135,1381,10999,5164,5205,6508,3489,1981,16843,9605,3176,9692,5120,10562,14135,7144,10342,12752,12382,10948,3305,4217,11974,2661,26974,3233,1421,7402,3385,7843,6994,8129,3086,6762,5891,6772,675,623,544,244,1339,10237,7330,13007,8914,18246,25938,39697,29426,6862,4735,12775,1237,5908,2395,8134,5116,2730,4101,2515,25284,12839,5892,6047,57143,35050,10041,5527,1824,1741,1605,442,10055,712,1994,2020,1169
"G10_7_E_cluster_DBSCAN_round81_0",20116,56759,7411,36013,72481,129738,133493,272864,50113,293293,185147,323405,456367,367208,100799,461058,272254,252727,71683,93628,49399,74465,28871,96364,97867,164672,115222,79296,23957,12552,36847,74511,81127,108490,41567,1580,1481,29764,3577,24988,6269,26077,18354,23070,8138,21453,14023,19603,496246,596546,44282,154037,5020,106980,92334,47046,2301,207044,111862,480288,127496,345938,76766,158970,26056,133626,28987,142863,70978,166487,156023,49887,58157,26051,23645,40161,20088,9104,6294,54983,29069,74021,26939,80264,31990,518433,372233,348668,29551,253569,190375,162909,72790,89285,58369,243052,442345,374590,274851,128567,146669,158930,104506,212793,190949,96132,110370,68730,52849,49117,24807,865,110230,80028,50120,135097,60545,39844,36740,4146,25196,8038,16576,24836,9514,19725,568501,374708,146217,41527,279292,138172,20439,721,11846,14659,2075,4590,4723,10720,4365,10002,195500,86448,141634,121246,68750,23687,48073,27931,14129,47957,100564,52525,68874,34924,37919,57845,72237,38915,13770,28171,99698,13940,196717,25461,12745,82988,40844,92851,56105,96060,23220,52978,45427,50161,2663,3052,4230,1449,5426,52502,63448,193773,153845,312198,74958,276350,79734,39728,81117,37416,10558,28256,23414,23932,51239,28116,79324,12611,256515,87005,82503,61995,1015198,304523,74249,35568,7792,10477,9991,1864,53817,5345,6167,7582,7185
"MES_1_D_cluster_DBSCAN_round2_17",8576,8352,10416,11540,11298,12840,21895,26587,44252,34231,44483,29100,27029,24438,40909,26294,65611,54405,9734,7104,14196,19910,17125,19899,23570,10333,24078,11109,12362,6208,14147,15310,34619,47067,23037,960,892,7890,7032,11264,5998,21427,6449,5516,20910,20691,24496,30140,57924,52721,55512,30173,18523,36447,12093,12276,7024,8765,5680,17713,14374,23617,5116,7763,5011,6485,6558,9651,5824,12473,7664,4995,11013,5588,7327,2840,8375,2797,9683,7061,7116,17435,6545,10578,3521,62998,25583,29706,4109,66417,38122,14227,5278,4332,5795,12674,19139,12284,27589,4939,8068,12119,11402,14772,15936,8378,12644,9104,5140,9139,1261,190,22077,9844,4198,10830,6190,17350,42374,12860,19683,10651,17074,18453,8079,15872,143124,129985,40612,20582,51878,36579,20531,15157,31337,16344,9160,36658,69648,42315,37598,73720,16866,6457,9656,9531,5085,2172,10307,7517,4472,9287,6839,11042,22943,45481,23320,22331,20574,22668,22084,16702,27843,10414,42699,18165,20102,19777,14705,17613,58053,32149,23115,23711,37778,23581,11701,4647,16809,6949,14343,9656,9982,18823,11423,20108,31557,62333,42778,11488,14299,22371,4232,8899,5350,13622,26072,33518,20033,12582,55083,53025,35935,21544,131263,60360,30646,33920,22810,11830,11748,8794,88038,22715,54841,34757,26128
"MES_1_E_cluster_DBSCAN_round6_3",846036,728293,761979,1247285,517950,402776,1302086,1210634,2422788,980915,132237,568577,372125,355903,1249844,387319,149057,35155,62590,225162,30061,11023,9279,36678,6127,180500,4581,1979,3711,18058,6631,45750,17097,9034,6666,931,2284,19038,947448,2783030,1472750,2856040,1095163,713655,3000640,1868585,2793098,2453351,909892,902979,1017933,1083696,2596397,1189422,219032,81979,459466,153022,92435,185949,53500,101924,96478,97110,168572,41290,4477,39596,84105,11305,326243,17553,18577,24111,26926,82180,6516,6345,427742,236061,150384,235711,429398,207090,62027,1004308,126980,216572,131225,7399,5499,57909,20415,97040,8129,21648,58926,53190,23401,2078,3169,8028,4557,20911,9839,3180,12318,5135,6828,5648,2314,91,57125,86457,29901,105913,49334,68726,13963,18531,40998,33455,42619,7538,15294,1368,3169,3732,1625,930,1604,1499,1383,652,1190,964,525,1051,845,726,713,823,268662,116978,150598,181423,122664,50409,23679,23507,21385,60197,91933,59154,3478,12810,15854,29931,36662,25877,2871,7540,5598,3328,3019,1285,959,2142,1117,1789,1976,1481,1825,1899,2393,2230,875,380,2330,507,3090,26670,47954,376686,313302,623594,7473,8230,64150,89414,82453,67591,12082,76649,31348,38178,1733,1586,1453,3185,2374,2480,1899,1834,7059,4061,2128,1916,1044,919,1177,702,1721,615,1148,917,767
"MES_2_C_cluster_DBSCAN_round3_1",40493,96234,43811,77427,32806,80515,107352,189252,164521,191017,78433,110551,96756,118835,146225,136236,91175,94224,73469,35115,65051,28457,23186,37297,32422,76806,33805,11376,13000,8687,26728,79159,46028,33388,14141,1019,1038,31806,19162,85644,30818,129946,16679,37180,77887,135128,107657,122129,154512,337557,82451,115135,60898,100123,23696,23336,22988,49534,28409,91418,65514,146261,115718,188791,23348,120817,16088,45352,100380,85143,81761,35362,27831,19806,26447,133560,22757,10329,42954,19803,54844,187870,47875,172629,39675,1629703,476820,524689,88863,208690,157127,183382,112796,178067,72775,225760,323898,169885,309285,66035,85852,197441,100536,164423,263197,78778,203794,94158,59525,114471,36176,1216,16409,18025,8552,9155,13110,28654,14382,16527,22625,18500,18283,15070,13651,6633,48862,38645,20470,6635,22653,13733,6597,533,5574,4507,1223,4177,4258,4166,5042,5783,49558,30488,35697,56429,16075,20151,34226,26983,20281,65409,18396,55538,37349,20968,31300,45477,24684,35547,10200,16683,28684,12744,53568,8742,5222,22081,9668,20350,13309,20553,10204,17512,12630,18853,2964,1726,2643,1171,4357,47239,36377,78079,34453,124785,50968,66538,56480,54333,29042,74370,3606,15140,5258,31177,11670,8281,10754,9168,49463,30474,17604,15304,104064,81418,27761,14436,5275,5379,4595,1297,23160,2220,4911,4497,3117
"MES_5_C_cluster_DBSCAN_round8_4",14293,19683,7111,28285,14740,421143,23190,37051,25291,156956,133305,608858,133605,211523,24950,237378,68889,426336,129672,57246,133331,26889,57073,25000,37177,73344,73261,10764,15571,6713,48842,75058,84328,14260,20259,2271,3050,34545,5845,12886,6545,23556,7898,6316,22296,25165,38122,28392,113243,627571,31132,57959,56049,105195,20158,99047,13721,107790,30407,249199,19644,199646,69202,101947,8572,96018,10273,59840,64006,129905,21929,65864,17529,41719,32320,57074,10930,11141,7221,5073,44732,88560,5411,112185,6589,589005,133529,138973,49612,43521,981801,56624,46367,77863,86359,28770,53030,107686,56706,8263,32229,16218,22968,91686,38133,7988,34168,16811,25713,23926,2201,1596,186398,263202,638172,80652,396948,64179,46740,61846,174414,17498,87010,28277,55963,3981,73956,76656,55234,12699,16884,43384,16661,578,13127,1391,2608,1389,1519,3201,1201,2562,51647,118672,172431,40210,11288,9864,113527,134263,64213,219958,33512,223450,127287,35147,52755,107392,26619,74970,41734,22818,28923,21656,103636,14190,3584,88291,6994,70788,11274,29960,14955,32575,3424,34727,1269,544,478,482,6952,412002,425993,355321,52330,228144,618485,765723,148145,244141,48014,299838,8808,41590,15382,62015,46922,21580,10711,7226,97629,65364,28348,59537,92899,255055,36192,20124,4615,8145,2938,2162,21241,721,1944,3349,2696
"MES_7_C_cluster_DBSCAN_round4_2",44417,37716,12772,39143,47447,40035,62916,78472,70146,72271,98297,85083,87937,65739,48330,58797,79538,55001,28155,8005,17561,20653,7333,12393,8684,57654,17452,19843,6611,5016,11258,37267,27010,37494,8554,670,385,5944,30836,69051,12183,141883,32451,26355,74796,110639,39978,129286,300612,198751,101634,70509,32860,81490,27685,11545,10951,31933,20023,39422,22199,44946,30041,44606,6536,29454,10534,13737,11969,16721,12976,6701,17348,2288,4370,16287,9615,6355,7525,20226,48434,103046,12214,71685,27872,343761,171204,149191,30619,324355,295489,42411,20316,31245,22141,80595,41484,33433,130654,14641,22381,30533,19143,22046,31811,22705,34170,7082,10765,15907,3119,132,61319,30815,12273,28210,17775,43162,15135,14450,26580,65763,19437,16455,7796,6924,268850,166623,40528,12693,88613,30406,26744,1177,12030,16126,3554,13750,10919,15188,13430,21043,44714,19230,23354,27326,19057,7756,16116,14211,11942,41644,18493,31709,21708,13916,7882,13053,16848,7532,7252,10910,26180,4126,42175,6308,4771,13968,9902,15667,24552,18083,10617,16866,21115,15669,2436,2182,3062,1232,3671,27831,29568,56848,52772,69371,34996,64892,37197,35341,57234,74890,2894,6977,6084,9345,11986,11883,15300,3526,68657,34087,30589,16446,233586,70886,39999,13920,6397,4510,6222,1353,47707,4191,9786,10035,6560
"MES_7_D_cluster_DBSCAN_round362_17",10647,30454,5575,18374,33516,74377,68794,137783,29032,145564,80805,129601,299287,231114,58547,237827,151775,242971,42485,39652,35296,43569,21635,84794,76379,120230,139104,58173,24966,7799,26342,48095,65702,61051,16256,1069,766,15674,2672,17216,4104,18480,6712,12402,7281,11572,10055,13331,250599,319354,30563,90598,4896,62939,43014,50503,1787,102541,59060,256417,77010,239874,68109,107922,14025,114602,22186,94092,52603,127373,81855,38273,44782,16300,12572,21081,11138,6407,3875,24280,15464,37620,12999,38488,13710,239523,212383,215520,15367,225205,165841,95054,40912,41364,32023,219394,270351,241861,212174,74037,95042,95142,54131,116915,99966,57741,71776,34281,33857,26941,10720,373,47738,45369,24499,32914,26288,26026,23502,2858,23476,4086,11032,9825,2711,6506,512265,306885,158639,48896,158857,152449,15958,348,9406,7915,1144,2431,4553,10421,2321,6877,123789,40973,67520,58233,27181,11765,26056,12406,6842,28538,25124,29168,61575,17303,19229,22891,18536,16287,8154,15718,40965,8551,162816,17675,9347,59602,16245,65600,43520,70944,15407,32920,18478,29263,1669,1152,2415,425,2681,32325,44237,87059,58150,144331,53486,228078,35502,19094,38294,20527,3780,11263,6269,9372,40973,24550,44996,12148,276963,68736,76492,55124,489365,276875,65047,23432,5124,7635,5457,991,47044,1572,3829,5004,4562
"MES_7_E_cluster_DBSCAN_round2_10",2550,6358,1516,8713,2109,62439,5432,4807,6070,19652,22435,45538,14414,30609,2208,21155,37569,48146,18710,13717,51208,21537,31583,21432,38454,24089,42348,6763,26731,4534,7737,30223,16936,12691,8823,1294,1181,16174,1702,5295,1568,9172,1371,1991,4691,6517,22508,4946,22971,75639,8248,2512,4005,5632,3571,12489,5119,18905,6214,57710,23088,134094,36190,67405,1757,52232,10918,49788,13157,26536,3260,23599,11730,14096,20310,22338,6723,5231,689,598,5169,7711,585,11430,2795,62597,29290,18446,7130,104707,74292,49126,34856,12861,39690,69934,83617,54451,70091,34603,57432,31951,31406,54215,40990,40988,112055,61791,60857,59430,15361,5659,101880,73736,185827,27050,155863,127133,62226,37309,90633,25131,58230,66170,40356,31063,18899,17996,15499,23152,20709,28033,4562,9084,9776,7038,7389,18678,18483,9896,21512,12249,10902,34629,65636,14864,2695,3159,35625,32134,19639,32503,10799,57869,46439,73021,65229,82840,29746,56407,15837,20114,21373,16310,18294,9970,7103,20395,7972,17430,8881,8792,4457,9616,6054,6325,4457,2530,2569,2388,3690,270834,322880,143360,17323,67648,56163,101924,97129,71799,17296,130752,8045,10542,4747,29103,22063,10689,12994,22522,18054,14963,8027,19803,33315,34936,10530,6716,6407,6644,3169,3500,17635,14142,13049,7969,11203
"pH10_1_E_cluster_DBSCAN_round1_4",36025,70780,19441,93980,76644,1723632,84850,163022,133683,436136,389728,1215146,737085,1119570,116978,775289,849287,3782059,517035,95061,478397,429038,533418,59951,125038,127740,410473,344173,86189,47834,326926,176393,819557,183282,269364,34711,54914,62464,19639,38401,12449,68660,3855,14076,49839,84583,48327,74235,568181,1485294,131259,95485,65323,471366,172819,605210,8013,199266,57122,475657,114864,473531,124818,232796,7289,282894,134977,171108,98325,436801,35057,193934,248958,137502,214724,38745,557358,106135,18284,26677,136179,360510,15255,231190,18197,1463520,546514,907329,113867,545015,4248547,414034,255656,141592,385724,279033,235400,185694,790757,33710,150748,240991,146192,269878,336181,101389,489218,120837,290310,252330,14551,4768,258138,632335,1159920,140827,837013,791724,1040805,90082,1235420,20577,419088,119410,174101,1510,167289,182201,326416,10082,50659,86389,162027,359,14139,12553,18540,1152,1010,10606,891,13808,373938,651705,468406,188779,21434,45347,545447,287214,142118,1023188,59493,359417,1457844,363345,149860,413213,39863,247058,154520,157190,216266,109128,430620,49671,10977,1355998,114149,885387,12303,13085,9507,8729,3538,11447,1769,562,366,544,3130,1658186,1376770,1078340,158008,881588,12979062,11232865,427956,473242,83211,558486,29896,100843,19930,275192,185471,361079,96556,2502,52540,223811,161435,626067,659686,1595371,10194,5581,4274,5530,5910,4065,5977,642,1274,2894,1291
"pH10_1_E_cluster_DBSCAN_round2_19",2672,2269,2717,3801,6437,8398,10949,7471,15669,10272,115264,28813,31619,18923,11641,22955,338070,553402,69036,4948,144317,149149,87962,82838,65093,4585,139077,96577,50895,18080,52965,149560,109970,134737,28583,4355,3457,30754,1876,1746,1383,4250,1139,717,9217,8279,23692,8041,65359,35080,21027,7259,7124,14920,14720,87319,4919,4016,2644,6317,26437,4175,10410,19746,1658,27976,88768,4629,4342,132332,4176,65741,136988,3419,34841,16707,53718,26803,3198,2565,6936,11022,3388,10126,4177,66397,36970,54753,3450,284368,464601,69874,35729,5579,42606,89951,110237,72964,147534,62075,46971,46484,42886,89191,80437,45791,89667,47763,41944,56005,11875,1736,117831,60513,67680,51071,57621,91944,96904,122091,118976,144446,95451,64854,69246,32378,120542,57321,95050,38116,220684,95426,18607,7031,15978,26462,7561,14611,13185,10640,19971,13736,17414,7181,12608,4284,3694,1160,100883,46283,28720,50790,14726,41882,262189,151127,175524,177757,121710,147672,42115,64953,185746,31078,153514,30362,16361,100355,54676,79979,28450,50293,26890,48044,28717,44008,7603,5893,6854,4864,8345,119849,103194,26941,20826,14595,504125,763922,257883,48451,51681,106504,20619,27154,27368,54186,72127,42100,93774,24524,139013,71529,43436,68739,453077,311036,46980,21578,13387,17887,15994,7059,40357,10299,13927,12236,14473
"pH10_1_E_cluster_DBSCAN_round2_2",7883,10411,9394,34669,24421,36350,10320,12092,29873,40539,656085,70770,15951,39757,12347,81762,139967,145799,561478,26225,267840,109173,187183,99083,60711,67862,100682,138843,118870,57988,66823,320156,212318,143027,218917,35932,18326,122751,12338,20813,12939,22670,9261,6157,17269,16085,41136,20657,120359,77909,18508,9181,15873,25571,74514,19284,12655,6111,2830,14940,36952,21064,102011,27349,6638,125651,21627,43714,102264,141322,6915,62582,32550,37270,126922,325573,32028,91388,11491,9006,11659,55425,8563,58178,29227,301614,178887,294206,15308,134587,67462,643348,248007,50773,419742,216831,495900,348721,394605,300326,196159,228022,255711,648281,558558,302908,390079,238822,421203,341767,250596,8955,280199,174267,204174,206989,184978,307917,427879,311244,295955,571645,241973,169459,222263,158084,420214,391278,267268,360151,355364,296141,98391,181375,180322,235564,185804,348540,412084,126511,449797,185535,17754,10734,25183,8978,12208,4709,136943,344191,124652,222525,112112,199337,98164,216622,175654,139540,202979,138251,130471,131527,139132,71927,155514,261331,189883,131902,87821,79382,228387,166657,93730,207313,144733,107900,179913,69443,141122,149389,88840,541396,318838,122326,45563,80748,94477,200790,257875,160720,70178,277115,151523,150812,140290,197002,224517,172571,112214,59441,203136,195340,140360,148063,103132,160091,122361,141929,126414,164756,78245,109835,491913,364118,749078,141891,223293
"pH10_2_A_cluster_DBSCAN_round2_4",3643,3733,7436,4790,12544,13540,10344,11173,39864,11324,44435,16332,15103,17154,28792,18300,348300,709253,37859,4448,90752,183145,144840,49671,70984,5458,245556,172789,99305,46523,146717,63831,263149,305582,103510,15728,9310,53379,2787,3605,4334,5622,1768,1571,13236,16425,67929,16126,116885,24375,50833,14415,19373,31100,23095,80394,23367,2187,6152,6635,25066,17179,11729,6878,6080,14637,102853,22231,63910,103021,4591,72305,227567,38833,51387,9986,147763,56012,8791,2441,6539,17143,3432,11686,11815,181397,28729,41699,3249,324094,411996,37784,18298,8582,72369,107809,99950,7097,233262,41735,55993,78170,47044,44598,89262,92386,137590,23337,46186,51066,15992,611,76330,26809,29379,43559,28708,167407,553551,97507,81733,79936,57184,137361,109076,120100,3580216,1954529,842617,378865,1613537,570758,465710,128266,306913,202002,75201,364079,417353,236153,390596,199540,23937,5152,2705,5805,3247,1584,170850,51928,8143,36213,10495,15480,695568,338918,162468,262846,150997,132143,244447,137261,752614,100717,1246262,203993,100680,463663,218967,358511,428407,415834,143209,429191,221071,288278,88969,46864,57809,56681,66055,43676,21666,16008,7197,7644,890416,1532752,140015,14181,9442,25519,43864,34164,18056,68746,496514,163688,211414,66984,1282032,725326,253233,523752,2394491,2294371,452162,283194,124065,134989,75722,48075,784237,260088,252945,130637,175917
"pH10_2_A_cluster_DBSCAN_round6_5",1650,1409,2212,2023,3899,3495,6751,5896,11404,5464,31463,10295,9936,7256,8770,6131,129264,196257,14872,1823,29074,63109,30630,14622,16732,1975,48337,40248,19328,5864,20636,32613,43829,68796,14814,1484,1143,7711,1295,1675,1109,3427,1157,711,6946,6336,13996,5875,33723,10652,12230,5992,5035,7984,5501,25539,2175,1269,1389,2407,9459,4850,3003,3761,1050,5717,34851,5118,13077,38227,1246,21223,57617,10387,11043,4089,30060,11894,1881,1173,3030,5522,1105,3734,3809,48227,16706,26679,1525,353819,371321,35648,17205,4152,33561,40424,36239,22415,82936,39737,22868,25237,18395,37383,35866,48465,46293,13885,18810,22933,7721,715,29490,22703,27783,31556,26977,85593,76557,83289,142610,127103,85715,45166,43280,21080,263082,155378,134187,51487,294770,110859,35812,13198,30629,30479,8405,28804,23278,19798,24759,16823,6866,2505,2317,1741,1341,407,44616,11957,5303,10794,5082,8106,129446,66617,47112,53774,39406,46691,25656,22323,120229,17565,106674,15739,8251,52213,28332,48657,21857,31864,14613,32453,24526,32894,3437,3492,3410,2871,4945,25561,18568,4756,5301,3742,259178,423809,58191,9112,20496,19381,7474,10489,8119,20350,63851,25598,55295,10127,104631,56114,27325,50764,360144,278479,54762,19763,9665,9944,10992,3996,34029,9915,13592,7577,9602
"pH10_4_D_cluster_DBSCAN_round1_1",2218,2353,1160,2700,15157,13801,11971,9092,13544,12774,83165,27230,29275,20813,9692,19383,207709,241149,64717,5508,161329,304272,118817,79846,76519,19268,108704,94058,58184,75667,101197,217656,289748,209660,131347,25379,22970,129953,1054,1573,1505,2867,1940,828,9775,7102,31793,6891,119895,52086,22004,5711,9676,55568,52218,82645,9672,3923,4602,7289,33962,23132,15533,19268,3493,29623,147861,27826,63161,103558,3299,68605,242846,34855,84755,14750,212239,81820,1692,9041,11524,20486,6032,12155,8440,133227,21262,42344,4941,298521,237294,60714,30744,7156,40908,40224,53572,24592,87321,22787,18316,49734,23909,57622,60813,81664,89014,19150,51799,42600,10916,631,270049,143776,41498,167304,50274,68463,152947,157562,179655,178532,186096,93969,78469,84092,687978,521118,222908,102816,242522,145880,231189,49954,279518,95602,37678,44627,78856,55189,38617,78629,13724,8279,7057,5667,3576,1412,55988,21642,11271,40451,8141,15182,110364,220429,59038,101682,61945,39260,92497,111218,193613,45757,154624,88757,60874,80021,28692,72584,167390,72229,69381,119783,118172,70021,36442,16965,53966,29342,52623,35478,28721,10571,14927,18033,289046,241866,172321,24099,21795,35331,116605,92554,32978,55391,166387,165816,92697,69319,232994,202343,158631,103615,324866,196374,221905,148823,118202,100703,69728,47850,172874,38270,141945,77115,69217
"pH10_6_A_cluster_DBSCAN_round525_32",2202,2591,2599,2739,5102,5199,6929,6943,8473,12621,16291,13946,8412,5680,6284,5093,15671,17819,4640,3537,5998,5455,4740,4896,6135,4221,7375,4986,3522,1836,4493,10331,12030,9485,5242,467,614,3697,1597,4861,2991,7451,4235,1906,7322,7297,10303,9088,21122,13597,6439,4207,4937,5258,2731,2616,2641,2863,1904,4714,5509,4756,2243,2889,1847,2710,3998,3926,6469,9568,2805,5920,8958,3262,6647,3056,6462,3051,2755,4246,3000,4311,2659,3461,1837,26981,6984,5902,2163,9765,7637,4937,2960,3256,2465,6201,7827,4798,6698,2041,2766,5477,2864,6431,6054,3006,6786,3089,3076,2886,844,44,12261,6874,2533,12241,3440,17926,11318,5507,3208,16728,2538,2619,1279,1416,83110,58577,10459,2610,31208,4174,17211,5375,11574,10280,914,5399,14427,5630,18560,8794,5233,2418,4008,3776,3708,808,4160,1585,1096,2625,3368,2062,7034,14081,4829,4352,4449,3871,5200,9304,7406,1766,14070,5418,4694,5788,3661,4847,23600,11389,7742,6924,11897,5953,3016,1256,5907,2253,3596,2602,3335,5563,8120,7705,9727,22955,8552,3331,3731,2615,852,1504,974,1930,5860,10376,3752,1907,13233,13163,10589,4849,37706,13716,7934,10073,9013,2829,3480,1681,26945,4679,16569,9016,4035
"pH10_6_C_cluster_DBSCAN_round2_10",1693219,1813975,1545089,3123259,914192,1025504,3884390,3422769,4891684,3107901,307070,1623556,1191864,1036259,3799029,874510,309796,87990,236679,646640,100573,28635,9132,107673,5442,492611,5251,2942,2336,10946,10184,159062,29250,13095,6785,1137,2729,17153,1697352,5330129,2573265,5498025,1881465,1454173,4623156,3525830,4871811,4509381,1843414,2302744,2933754,3324894,3988035,3438098,620772,439013,888159,390709,364497,554716,127479,316973,227812,279159,454210,132547,10884,144933,320408,11802,922671,40929,29868,53210,16273,215892,11047,9468,408518,419158,519599,525325,973463,534295,154000,2033091,284787,395589,356184,22791,16624,148145,70360,246491,21671,71615,198362,168810,75440,2466,4257,13100,4439,46133,16008,8055,38373,3708,10670,7812,3737,100,174703,170116,60156,353301,82561,174072,3897,39670,83329,96663,80262,2573,43047,391,16673,15607,6511,980,5324,2069,6834,355,3589,4204,527,557,447,1010,397,597,546033,251217,359977,412556,286022,132147,72546,56291,53763,130305,185560,149965,2837,5574,10324,74483,81543,45705,2836,6348,11014,2259,7247,1421,880,3961,1715,3483,2808,3503,5225,3353,4389,5007,1112,1017,1849,444,4467,66161,86593,983268,761172,1300005,16294,6182,157150,195534,185121,198525,5771,204678,77878,93689,2429,1501,1650,1390,13231,8415,7010,3741,31207,15283,11012,7971,1899,2653,4788,1096,5227,300,646,1123,729
"pH10_6_E_cluster_DBSCAN_round5_14",494593,550180,582372,524734,522611,659757,805733,915719,1921802,1014839,355199,464978,542127,381676,711479,347196,468791,652894,224035,223983,148987,179796,83429,67428,99023,194238,102713,116626,29070,13247,90474,174363,185349,234137,37593,5320,3859,42871,313963,1104273,503661,1482371,767256,451958,1925117,1660370,1487186,2056838,3958658,4278350,944959,638756,1075630,792254,189530,139147,775276,301972,264831,370283,122673,361882,178201,207768,485839,193639,197214,129992,138584,234815,395139,100087,423361,64172,28265,113106,102967,45165,409623,851254,937091,1161631,590431,925880,397478,3765594,1007886,866186,453902,861600,490225,627789,289615,451746,343757,890852,780146,500442,558271,299637,209813,461658,211186,475544,301288,452169,676594,248961,202718,352874,145244,14113,38313,23695,10008,27148,13491,23555,13101,25494,26620,13578,14005,12839,10543,4022,71115,49714,23078,4684,57830,10023,10435,612,6064,11162,773,734,850,2883,1003,1740,392771,142853,194376,269570,167433,85394,111422,86362,57350,178483,122945,126681,71038,35078,66494,88123,79904,59634,47593,34443,148471,26646,298657,33107,18376,77591,38410,88759,80307,91044,61911,71032,120089,88099,5027,12178,1060,874,18439,211492,144251,395914,298563,536072,235245,476516,142971,104698,130322,120079,2995,13572,14723,42803,53887,27618,28848,8173,276252,109918,107864,41726,581377,273630,277565,72698,13822,20612,24856,3458,121989,719,5884,5893,4536
