JGI_filename,Filename,Treatment,Day,Replicate,JGI_genome_portal,Dataset,order,variable
G05ome_15_FD.fastq.gz,G05_7_C_mg.fastq.gz,G05,7,C,3300045133,Metagenomic,446,G05_7_C_mg
G10ome_64_FD.fastq.gz,G10_7_A_mg.fastq.gz,G10,7,A,3300045106,Metagenomic,447,G10_7_A_mg
G10ome_65_FD.fastq.gz,G10_7_B_mg.fastq.gz,G10,7,B,3300045134,Metagenomic,448,G10_7_B_mg
G10ome_66_FD.fastq.gz,G10_7_C_mg.fastq.gz,G10,7,C,3300045980,Metagenomic,449,G10_7_C_mg
G10ome_67_FD.fastq.gz,G10_7_E_mg.fastq.gz,G10,7,E,3300045981,Metagenomic,450,G10_7_E_mg
G10ome_68_FD.fastq.gz,G10_7_F_mg.fastq.gz,G10,7,F,3300045969,Metagenomic,451,G10_7_F_mg
pH8ome_62_FD.fastq.gz,pH8_7_A_mg.fastq.gz,pH8,7,A,3300045979,Metagenomic,452,pH8_7_A_mg
pH8ome_63_FD.fastq.gz,pH8_7_B_mg.fastq.gz,pH8,7,B,3300045164,Metagenomic,453,pH8_7_B_mg
pH8ome_64_FD.fastq.gz,pH8_7_C_mg.fastq.gz,pH8,7,C,3300045165,Metagenomic,454,pH8_7_C_mg
pH8ome_65_FD.fastq.gz,pH8_7_D_mg.fastq.gz,pH8,7,D,3300045166,Metagenomic,455,pH8_7_D_mg
pH8ome_66_FD.fastq.gz,pH8_7_F_mg.fastq.gz,pH8,7,F,3300045167,Metagenomic,456,pH8_7_F_mg
pH1ome_56_FD.fastq.gz,pH10_7_A_mg.fastq.gz,pH10,7,A,3300045168,Metagenomic,457,pH10_7_A_mg
pH1ome_57_FD.fastq.gz,pH10_7_B_mg.fastq.gz,pH10,7,B,3300045169,Metagenomic,458,pH10_7_B_mg
pH1ome_58_FD.fastq.gz,pH10_7_C_mg.fastq.gz,pH10,7,C,3300045170,Metagenomic,459,pH10_7_C_mg
pH1ome_59_FD.fastq.gz,pH10_7_D_mg.fastq.gz,pH10,7,D,3300045193,Metagenomic,460,pH10_7_D_mg
pH1ome_60_FD.fastq.gz,pH10_7_E_mg.fastq.gz,pH10,7,E,3300045189,Metagenomic,461,pH10_7_E_mg
pH1ome_61_FD.fastq.gz,pH10_7_F_mg.fastq.gz,pH10,7,F,3300045171,Metagenomic,462,pH10_7_F_mg
